paper_id,epoch,input_variant,perspective,model,task,discipline,experimental,dependent_variable,main_predictor,sample_definition,model_specification,controls,operationalization_notes,type_of_statistic,test_statistic,dof_1,dof_2,sample_size,p_value,llm_cohens_d,original_cohens_d,d_difference,within_strict,within_broad,conclusion,reasoning,submission_valid,score_value,log_file
YWep,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Misc,False,ICT literacy test score,student gender/sex,Intended sample: students in the study's final analytic sample; actual analyzable sample could not be constructed from the provided files,Intended analysis: gender coefficient in a hierarchical linear model for ICT literacy test score following the paper's methods; not estimable with the provided files,"Intended controls from the paper: computer-course completion, log computer use for study, log computer use for non-study purposes, satisfaction with ICT classes, and school-level context/informatization variables; not estimable","The paper's methods identify ICT literacy test score as the continuous outcome and gender as an individual-level predictor in a two-level HLM. However, only helper/data-dictionary files and aggregate summaries were present, not the record-level dataset needed to compute the statistic.",None,,,,,,,-0.273,,False,False,no effect or inconclusive,"I could not compute a test statistic because the provided data directory does not contain individual-level student observations or the original Korean elementary-school ICT literacy dataset. The available CSV files are only variable-name helper files and a small aggregate summary file, which is insufficient to run the gender comparison or the paper's hierarchical model.",no,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
a3Nx,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"Mean score of the four responsible COVID-19 behavior items used in the paper: avoiding physical contact, washing hands, avoiding going out, and coughing/sneezing into elbow or tissue",Single-item COVID-19 worry for self and family (CWorry),"Complete cases in the provided dataset with nonmissing four-item responsible behavior score, CWorry, and all covariates used in the regression (n = 533)",Ordinary least squares regression of responsible behavior on COVID-19 worry and the other observed scale-score predictors/mediators from the paper's structural model,"Unfounded beliefs score, COVID-19 knowledge score, trait anxiety score, cognitive reflection score, actively open-minded thinking score, faith in intuition score, and science curiosity score","The paper tested this claim in the regression portion of a SEM; I used an observed-variable OLS approximation guided by that specification, using the paper's single-item worry measure and the four behavior items described in its Methods section.",t,9.275591760841953,524.0,,533,4.613869302690715e-19,0.81,0.414,0.3960000000000001,False,False,same conclusion,"In an OLS model approximating the paper's structural regression with observed scale scores, COVID-19 worry positively predicted responsible COVID-19 behavior, b = 0.212, t(524) = 9.276, p = 4.61e-19. Thus, higher worry was associated with more responsible behavior in the analyzed complete-case sample.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
aYyR,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,Leader_Exp_Total,Oppenness_Total,"All observations in Popper Data for Correlations.csv with non-missing Leader_Exp_Total, Oppenness_Total, and STAI_Total; n = 215.",Ordinary least squares regression of Leader_Exp_Total on Oppenness_Total and STAI_Total; the main test is the t-test for the Oppenness_Total coefficient.,STAI_Total,The paper's main structural model treated leadership experiences as the outcome and openness to experiences and trait anxiety as its direct predictors; I used the prepared scale totals in the correlation dataset and tested the corresponding observed-variable regression path for openness.,t,3.342660418937785,212.0,,215,0.0009808628400012726,0.459,0.338,0.121,False,True,same conclusion,"In an OLS regression predicting leadership experiences, openness to experience had a positive coefficient (b = 0.2254) and was statistically significant, t(212) = 3.343, p = 0.00098. This supports the claimed positive relation between openness to experiences and leadership experiences in the available cleaned data.",yes,C,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
b344,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Economics,False,Confirmed COVID-19 cases per one million population from 31 Dec 2019 through 03 Apr 2020,"EIU Democracy Index, rescaled to the original 0-10 scale","All 150 countries in COVID replication.dta with complete data on COVID cases, 2019 population, annual temperature, recent trade openness, and democracy index",Ordinary least squares linear regression; the reported statistic is the t test for the democracy coefficient,"Annual average temperature and recent international trade openness (exports of goods and services as percent of GDP, most recent available 2015-2019/imputed where indicated)","The paper's reported no-lag re-estimated model used cases per million on 03 Apr 2020 as the outcome and retained temperature, openness, and democracy after dropping precipitation and population density; I followed that specification using the available replication dataset and constructed cases per million from cumulative cases and population.",t,4.407578,146.0,,150,2.04e-05,0.73,0.678,0.051999999999999935,False,True,same conclusion,"Using an OLS regression of confirmed COVID-19 cases per million people through 03 April 2020 on annual temperature, recent trade openness, and the EIU democracy index, the democracy coefficient was positive (88.09 additional cases per million per 1-point increase on the 0-10 democracy scale) and statistically significant, t(146)=4.41, p=0.000020. This supports the claim that countries with stronger political democracy had higher confirmed infection rates in this dataset.",yes,C,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
b3G4,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"Hoax belief rating (1 = definitely not a hoax, 6 = definitely a hoax)",Seven-item Cognitive Reflection Test proportion correct,"Rows in Stanley_covid_b3G4_98g_FullDataSet_IncludingNonRelevant.csv marked end == 'complete', with non-missing CRT responses and Hoax ratings; rows not marked complete were excluded.","Pearson correlation, equivalently a simple linear regression of Hoax rating on CRT proportion correct; reported t test for the correlation slope.",none,"The paper's results section tested this claim with bivariate correlations between average CRT performance and the hoax-belief item, so I used the same variable scoring: correct answers on the seven CRT items divided by seven, and the 1-6 Hoax item as the outcome.",t,-5.786240048394444,2138.0,,2140,8.25806999928615e-09,-0.25,0.283,-0.032999999999999974,True,True,same conclusion,"Using the analyzable rows marked complete, CRT proportion correct negatively predicted hoax belief, t(2138) = -5.79, p = 8.26e-09; the equivalent Pearson correlation was r = -0.124. Thus, participants with lower analytic-thinking scores tended to report stronger belief that COVID-19 was a hoax.",yes,C,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
dPzV,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"Mean self-reported containment-related behavior across disinfecting hands, avoiding social contacts, washing hands, avoiding crowds, not touching face outside, and staying at home/quarantine (Q2_1-Q2_6).","COVID-19 hoax belief composite: mean of 'virus intentionally presented as dangerous', 'experts intentionally mislead us...', and reverse-coded 'we should believe experts...' items.","Rows in the provided dataset with valid data that passed the attention check Q21 = 7; listwise complete for containment behavior, hoax belief, human-made-virus belief, and political orientation (N = 102).","Ordinary least squares linear regression of containment-related behavior on hoax belief, human-made-virus belief, and political orientation; the reported statistic is the t test for the hoax-belief coefficient.",Human-made SARS-CoV-2 conspiracy belief composite and one-item political orientation.,"This follows the paper's Study 1 approach for the focal claim: average the containment-related behavior items, compute the hoax-belief composite with the reverse-coded expert-belief item, and test hoax belief's unique association while including the other COVID conspiracy belief and political orientation as covariates.",t,-3.323545735583396,98.0,,102,0.0012507707422183341,-0.671,-0.808,-0.137,False,True,same conclusion,"In an OLS regression, stronger COVID-19 hoax belief significantly predicted lower self-reported containment-related behavior, b = -0.274, t(98) = -3.324, p = 0.00125, controlling for human-made-virus belief and political orientation. This supports the claim that hoax belief is inversely related to behaviors such as handwashing and physical distancing.",yes,C,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
dqKX,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,Mean rehearsal strategy score from REH_1 through REH_4 (MSLQ rehearsal items),Mean mastery-approach orientation score from MAp_1 through MAp_3 (AGQ mastery-approach items),"Complete survey respondents who consented, had 100% progress, passed both attention checks, and had nonmissing values for the rehearsal and achievement-goal items used in the model (N = 978).",Ordinary least squares linear regression of mean rehearsal score on mean mastery-approach score and the other achievement-goal scale means.,"Mean mastery-avoidance, performance-approach, and performance-avoidance orientation scores.","The paper tested paths from achievement-goal factors to learning-strategy factors; I operationalized the focal path with observed scale means, using the AGQ mastery-approach composite to predict the MSLQ rehearsal composite while adjusting for the other goal orientations.",t,9.368486751437915,973.0,,978,4.972406816542068e-20,0.601,0.279,0.32199999999999995,False,False,same conclusion,"In an OLS regression predicting mean rehearsal strategy use from achievement-goal composites, the mastery-approach coefficient was positive (b = 0.327) and statistically detectable, t(973) = 9.37, p = 4.97e-20. This supports the claim that stronger mastery-approach orientation positively predicts use of rehearsal strategies.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
eOQm,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,True,PANAS mood balance score: mean positive-affect item rating minus mean negative-affect item rating within each block,association block type: progressive versus stagnant,"All complete 40-row participant sessions in mason_data_stage2.csv; because one numeric id was reused, participant sessions were defined by consecutive 40-row response blocks, yielding N = 485 paired observations.",Paired-samples t-test of the within-participant progressive-minus-stagnant difference in PANAS mood balance against zero,none,The paper measured mood with positive and negative PANAS subscales after each block and analyzed the Block × Scale Valence contrast. A positive-minus-negative PANAS balance score provides a single directional operationalization of relatively better mood and is equivalent to testing that one-degree-of-freedom within-subject contrast.,t,-0.31733380535387845,484.0,,485,0.7511271748321284,-0.029,0.591,-0.5619999999999999,False,False,no effect or inconclusive,"In the full stage-2 dataset, the within-participant difference in PANAS mood balance (positive affect minus negative affect) was not higher after progressive blocks than after stagnant blocks; the mean progressive-minus-stagnant difference was -0.0103 points, t(484) = -0.317, p = 0.751. Thus, this analysis does not support the claim that expansive associative progression produced relatively better mood than narrowly constrained processing.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
eg3p,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,True,"Binary choice of the Canadian/national product option (1 = Canadian option chosen, 0 = alternative option chosen)","Verbal system threat condition versus control, evaluated at low system confidence (1 SD below the mean)",Final Stage 2 dataset excluding the Qualtrics header row; included Canadian citizens with nonmissing system-confidence items who were assigned to the Canadian-choice product task (Q9 nonmissing) and had a product-choice outcome.,"Binomial logistic regression of Canadian product choice on threat condition, mean-centered system confidence, and their interaction; the reported z tests the simple effect of threat at 1 SD below mean system confidence using the model covariance matrix.",none,"This follows the paper's Study 1 logic: national product choice is treated as an indirect opportunity to defend the attacked national system, and the focal test is whether threat increases such choices among low-confidence participants.",z,0.37982032056394277,,,209,0.7040787971439126,0.053,-0.549,-0.49600000000000005,False,False,no effect or inconclusive,"Using a logistic regression, the simple effect of verbal system threat on choosing the Canadian option among low-system-confidence participants (1 SD below the sample mean) was not significant, B = 0.157, z = 0.380, p = 0.704. The predicted probability of choosing the Canadian option was only slightly higher under threat (0.494) than control (0.454), so this analysis does not support the claim that the least confident participants sought indirect system-defending consumption choices after attack.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
egX9,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"postshift negative affect (mean of angry, frustrated, helpless, anxious, irritated, and sad)",contrast between direct-care task accomplishment satisfaction and indirect-care task accomplishment satisfaction slopes,"Completed preshift and postshift diary observations that could be paired by participant and timestamp within the same work shift (postshift 4-24 hours after preshift), after deduplicating repeated exports and excluding missing affect or task-accomplishment data; 442 shifts from 109 nurses.","Random-intercept linear mixed model with shifts nested within nurse: postshift negative affect regressed on group-mean-centered preshift negative affect and group-mean-centered, standardised direct- and indirect-care TAS; Wald z test of direct-care slope minus indirect-care slope.",preshift negative affect; nurse random intercept,The paper tested changes in affect by modeling postshift affect while controlling preshift affect and compared direct versus indirect TAS effects using standardized predictors; I used the negative-affect outcome as a single primary operationalization of daily affect.,z,-0.4088741326790921,,,442,0.34131601649680193,-0.039,-0.582,-0.5429999999999999,False,False,no effect or inconclusive,"In a mixed model predicting postshift negative affect, the standardized within-person slope for direct-care TAS was slightly more negative than the slope for indirect-care TAS (b = -0.234 vs. -0.207), but the Wald contrast was not statistically reliable, z = -0.409, one-sided p = .341. Thus, this analysis did not provide evidence that direct-care task accomplishment satisfaction had a larger impact than indirect-care task accomplishment satisfaction.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
exd7,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,True,Proportion of 8 ensemble competition sets for which the participant selected the actual winner,"Recording modality, coded as video-only versus non-video-only-alone conditions (audio-only and audiovisual combined)","All complete participant accuracy scores in the provided analytic files for the live ensemble winner-selection task, pooling data-collection phases 1 and 2: 96 video-only participants and 64 participants in audio-only or audiovisual conditions.",Independent-samples Welch t-test comparing participant-level accuracy in the video-only condition against the combined audio-only/audiovisual conditions.,none,"The paper's Experiment 1 tested musical novices judging actual winners of live chamber ensemble competitions from 6-second clips across audio-only, video-only, and audiovisual modalities. I used the processed participant accuracy scores and a planned contrast focused on the claim that visual cues alone outperform auditory cues or combined auditory-plus-visual information.",t,1.0222673840379062,124.3346161633825,,160,0.30863926789570295,0.183,1.353,-1.17,False,False,no effect or inconclusive,"Using participant-level accuracy across the 8 live ensemble competitions, the video-only group was only slightly more accurate (M = 0.350) than the combined audio-only and audiovisual groups (M = 0.324). This difference was not statistically significant, Welch t(124.33) = 1.02, p = .309, so these data do not provide clear support for superior winner selection from visual cues alone.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
gRWz,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,desire for bigger muscles (not available in the provided dataset),age/year across adolescence (not available in the provided longitudinal form),No analyzable sample for the target claim; provided datasets include male respondents aged 18–25 with desire for toned/defined muscles only.,"Target model from the paper would be a longitudinal/GEE regression of desire for bigger muscles on age with repeated observations, but it could not be estimated because the necessary outcome and longitudinal adolescent data are absent.",Not estimable; paper's analogous models adjusted for geographic region and weight status.,"I inspected the provided data files and dictionaries. Because the target outcome ('bigger muscles') and the adolescent longitudinal structure needed to test annual increase are absent, any numerical statistic would analyze a different construct rather than the stated claim.",None,,,,0,,,0.111,,False,False,no effect or inconclusive,"I could not compute a valid test of the stated claim from the provided data: both available final datasets contain only a cross-sectional 'toned' variable for males aged 18–25, and the raw files contain the same survey item. The claim concerns longitudinal adolescent change in desire for bigger muscles, but no desire-for-bigger-muscles variable or adolescent longitudinal waves are present in /workspace/data.",no,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
gbg4,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"Actor's perceived relationship quality composite, computed as the mean of PRQC items 1-18.","Partner's rating of how well the actor matched the partner's warmth/trustworthiness ideal standards, computed as the partner's mean of Partner Ideal Scale items 1-6 and grand-mean centered.","Heterosexual, exclusive current couples with relationship duration of at least 1 year, both partners consenting and passing the survey quality/commitment item; complete data yielded 258 dyads / 516 individuals.","Actor-partner interdependence linear mixed model with observations nested within dyad via a random intercept: actor relationship quality predicted by actor ideal-match score, partner ideal-match score, and actor sex.","Actor's own warmth/trustworthiness ideal-match score and actor sex effect-coded male = 1, female = -1.","The paper's Study 1 tested the partner-effect path using APIM/MLM models predicting relationship satisfaction from actor and partner ideal discrepancies separately by ideal dimension; I used the warmth/trustworthiness dimension because it is central to the study and most directly tied to relationship functioning. The scale is coded so higher values mean closer match to ideals, so the positive coefficient implies less satisfaction when the actor matches the partner's ideals less well.",z,8.260695767600321,,,516,1.448257828108848e-16,0.746,0.582,0.16400000000000003,False,True,same conclusion,"In a dyadic mixed-effects APIM, actors reported higher relationship quality when their partner rated the actor as more closely matching the partner's warmth/trustworthiness ideals, b = 0.231, SE = 0.028, z = 8.26, p = 1.45e-16. Thus, failing to match a partner's ideal standards was associated with lower satisfaction, consistent with the original claim.",yes,C,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
gbl9,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,True,Stroop interference score: participant mean log response time on incongruent trials minus participant mean log response time on congruent trials,"Stereotype threat condition versus control condition, using the condition key recorded at the instruction/manipulation screen (d coded as stereotype threat, j coded as control)","All participant CSV files in /workspace/data were used; incorrect Stroop trials and trials with RT < 300 ms were removed before computing participant means; participants without a computable interference score were excluded, leaving N = 304.","Independent-samples t test comparing participant-level log Stroop interference scores between stereotype-threat and control groups, equal variances as in a one-way between-subjects ANOVA.",none,The operationalization follows Study 1 of the paper: cognitive control capacity was indexed by Stroop interference after removing erroneous and very fast responses and analyzing log-transformed response times; lower interference indicates greater cognitive control.,t,-0.4158681062182195,302.0,,304,0.6778018736472895,-0.048,0.755,-0.707,False,False,no effect or inconclusive,"Using the paper's Stroop interference outcome on log-transformed correct RTs, the stereotype-threat group showed only slightly lower interference (M = 0.1283) than the control group (M = 0.1343). This difference was not statistically significant, t(302) = -0.416, p = 0.678, so the data do not provide clear support for the claimed facilitation of immediate cognitive control.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
j53d,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"Mean future protective health-behavior endorsement, computed by reverse-scoring and averaging the ten non-venturous Future Health Behavior items covering social distancing and hygiene (higher scores = more likely/protective endorsement).","Short Dark Triad psychopathy score, averaged from the nine SD3 psychopathy items with reverse-keying for the two reverse items.","Rows in Blagov2020_ReplicationOSFclean.csv after dropping the Qualtrics metadata row, with valid scale scores and covariates; two apparent birth-year age entries were recoded to age as 2020 minus reported year.",Ordinary least squares linear regression of future protective health-behavior endorsement on SD3 psychopathy and covariates; the reported statistic is the t test for the SD3 psychopathy coefficient.,"Age, gender (female vs male), and presence of a chronic physical condition that increases COVID-19 risk.","The paper tested personality-health behavior links using partial correlations controlling for sex/gender, age, and health-risk condition. I operationalized the broad claim with the directly relevant future social-distancing/hygiene endorsement items and the SD3 psychopathy dark-trait scale.",t,-3.920059868494908,444.0,,449,0.00010250640873420513,-0.372,0.43,-0.057999999999999996,False,True,same conclusion,"In an OLS regression controlling for age, gender, and chronic physical health-risk condition, higher SD3 psychopathy significantly predicted lower future protective health-behavior endorsement, t(444) = -3.92, p = 0.00010, N = 449. The negative coefficient supports the claim that a dark trait (psychopathy) is associated with lower endorsement of health-protective behaviors.",yes,C,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
jDWN,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,creativity (study-level correlation with intrinsic motivation),intrinsic motivation,All independent samples in Meta-analysis_liu_SCORE.csv with a nonmissing intrinsic motivation-creativity correlation; samples with missing intrinsic motivation correlations were excluded.,Random-effects meta-analysis of Fisher-z transformed Pearson correlations using inverse-variance weights and REML estimation of between-study variance; Wald z test of mean effect against zero.,none,The paper's methods analyze meta-analytic correlations between creativity and motivational constructs; I therefore tested the target bivariate claim using the original study-level correlations for intrinsic motivation and creativity.,z,10.927934353762696,,,19695,8.475579044477404e-28,0.156,0.221,-0.065,False,True,same conclusion,"Using the 68 independent samples with nonmissing intrinsic-motivation/creativity correlations (combined N = 19,695), a REML random-effects meta-analysis of Fisher-z transformed correlations gave a positive mean effect, r = 0.282. The Wald test for the mean Fisher-z effect was z = 10.93, p = 8.48e-28, supporting a positive relation between intrinsic motivation and creativity.",yes,C,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
jLr,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"Post-test anti-Black attitude index (mean of PAB11-PAB20 with PAB16 and PAB20 reverse-scored), with pre-test anti-Black attitudes controlled",Subjective communication positivity simple slope at low IMS (-1 SD),"All 30 participants in the merged replication dataset with complete pre-test and post-test data; the supplied target-race variable was constant, so the analysis is limited to the available Black-target observations and cannot include a White-target comparison.","OLS regression of post-test anti-Black attitudes on pre-test anti-Black attitudes, centered EMS, centered subjective communication positivity, centered IMS, and the communication positivity × IMS interaction; the reported t tests the linear combination for the communication-positivity slope at IMS = mean - 1 SD.",Pre-test anti-Black attitude index and centered EMS,"The paper tested post-communication anti-Black attitudes with pre-test anti-Black attitudes controlled and decomposed effects at low IMS and high communication positivity. Because the provided data contained no variation in target race, I used the same ANCOVA-style framework to test whether more positive communication predicted higher post-test anti-Black prejudice among low-IMS participants within the available target condition.",t,1.2360016007730832,24.0,,30,0.22841909635789204,0.505,0.932,-0.42700000000000005,False,False,no effect or inconclusive,"In the supplied matched data (N = 30), the target-race variable did not vary, so the Black-versus-White comparison in the published claim could not be estimated. Testing the estimable Black-target component, the simple slope of subjective communication positivity on post-test anti-Black attitudes at low IMS was positive but not statistically significant, t(24) = 1.24, p = .228, controlling for pre-test anti-Black attitudes and EMS.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
lJ0w,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"Supervisor-rated organizational citizenship behavior (mean of 15 OCB items, with the five negatively worded sportsmanship items reverse-scored)","Four employee-rated operant leadership composites: contingent reward, contingent punishment, non-contingent reward, and non-contingent punishment","Matched employee-supervisor dyads with complete OCB, trust, operant-leadership, tenure-with-supervisor, and organizational-level data; one dyad with an impossible supervisor-tenure years value greater than 100 was excluded, leaving N=167.",OLS regression comparing a reduced model OCB ~ trust + tenure with supervisor + organizational level against a full model OCB ~ trust + contingent reward + contingent punishment + non-contingent reward + non-contingent punishment + tenure with supervisor + organizational level; reported statistic is the partial F-test for the four added direct operant-leadership paths.,"Trust in leader, tenure with direct supervisor in years (years plus months/12), and organizational level were included in the tested full model; the partial F-test controls for trust and both controls.","The paper tested full mediation by comparing a model without direct paths from operant leadership to OCB against a model with those direct paths, controlling for supervisor tenure and organizational level. I operationalized the same logic with observed scale composites and tested whether direct operant-leadership effects remain after accounting for trust and controls.",F,24.053249390501016,4.0,159.0,167,1.4231539433194888e-15,0.778,0.677,0.10099999999999998,False,True,opposite effect,"In an OLS partial-mediation test, adding the four operant-leadership composites to a model already containing trust and the two controls significantly improved prediction of supervisor-rated OCB, F(4,159)=24.05, p=1.42e-15. This significant residual direct association is inconsistent with full mediation by trust.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
lkBL,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,True,"Negative attitude toward prostitution, computed as the reverse of the favorable-attitudes Prostitution Attitudes Scale average (PAS1, reverse PAS2, PAS3, PAS4, reverse PAS5)",Writing condition: mortality-salience/death prompt versus dental-pain control prompt,"European American participants who finished the survey and had nonmissing PAS data; n = 83 mortality-salience and n = 98 control, total N = 181","Independent-samples two-sided t test comparing mortality-salience versus control groups on negative PAS score, using pooled variance as in the planned comparison approach",none,"The paper tested this claim in Study 1 with a planned comparison among European Americans on PAS score after the mortality-salience versus dental-pain manipulation. I used the same outcome scale and contrast, reverse-scored so that higher values indicate more negative attitudes toward prostitution.",t,-0.2303535757307537,179.0,,181,0.8180800811597931,-0.034,0.939,-0.9049999999999999,False,False,no effect or inconclusive,"Among completed European American respondents, negative attitudes toward prostitution were not higher in the mortality-salience condition than in the dental-pain control condition: M_death = -1.304 vs. M_control = -1.257 on the reverse-scored PAS. The independent-samples t test for death minus control was t(179) = -0.230, p = .818, so the data do not support the claimed increase in negative attitudes.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
mJDj,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,"BMI/body weight measure intended, but not estimable","Neuroticism intended, but not estimable",No respondent-level analytic sample could be constructed from the provided files,"Intended OLS regression test of a positive neuroticism coefficient, guided by the paper's hierarchical regression approach; model not estimable without row-level data","Intended controls: gender, age, education, chronic disease; not estimable","The paper tests concurrent associations using linear regressions of body weight measures on Big Five traits and controls, but the supplied materials include only codebooks/dictionaries and variable summaries, not the dataset needed to run this analysis.",t,,,,0,,,0.083,,False,False,no effect or inconclusive,"I could not compute the requested statistic because the data directory does not contain analyzable individual-level data: the available IFLS .txt files are codebooks, while rep_data_test.tsv contains only variable names and summary strings rather than respondent records. Thus an OLS coefficient test for neuroticism could not be estimated from the original observations.",no,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
p29j,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Psychology,False,Average of the China travel-ban item and the Asia travel-ban item (1-7 support ratings),Perceived Infectability subscale mean from the PVD items,"Study 1A American Qualtrics observations with complete data on the two travel-ban items and PVD scales, passing the attention check (Q25_8 = 3) and not flagged for random responding (Q32 = 1); N = 167.",Ordinary least squares linear regression of China/Asia travel-ban support on Perceived Infectability and Germ Aversion; the reported statistic is the t test for the Perceived Infectability coefficient.,Germ Aversion subscale mean,"The paper's Study 1A primary analyses used simultaneous regressions with Perceived Infectability and Germ Aversion predicting travel-ban support. Because the claim specifically refers to bans on people coming from China and all of Asia, I averaged those two target-specific support items as the single dependent variable and tested the unique positive association with Perceived Infectability.",t,2.418845743014018,164.0,,167,0.01666402756948715,0.378,0.601,-0.22299999999999998,False,False,same conclusion,"In an OLS regression predicting the average of support for travel bans from any part of China and from Asia, Perceived Infectability had a positive coefficient, b = 0.234, t(164) = 2.419, p = 0.0167, controlling for Germ Aversion. Thus, Americans higher in Perceived Infectability showed greater support for these travel bans in this operationalization.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
p2qE,5,full,neutral,openrouter/openai/gpt-5.5,reanalysis,Misc,False,"Natural log of mean mortality rate, computed as the mean slope of the LOWESS-smoothed daily COVID-19 deaths curve during the ascending phase up to 8 June 2020","International arrivals in 2018, measured in millions",The 37 countries listed as included in the paper; China excluded as in the paper; daily death data censored at 8 June 2020,Univariable ordinary least squares linear regression of log mean mortality rate on international arrivals,none,"The paper used linear regressions with log mean mortality rate as the outcome and assessed international arrivals first in univariable models before multivariable adjustment. I used the paper's country sample and outcome definition, recomputing the mortality slope from the daily death data with LOWESS smoothing, and tested the direct bivariate predictive relationship for the claim.",t,5.3483594643571655,35.0,,37,5.585289546872978e-06,1.808,2.347,-0.5389999999999999,False,False,same conclusion,"In a univariable OLS regression among the 37 countries in the paper sample, international arrivals in 2018 positively predicted log mean mortality-slope severity (slope = 0.0439 per 1 million arrivals), t(35) = 5.35, p = 5.59e-06. This supports the claim that countries with more international arrivals experienced a more severe first-wave mortality increase.",yes,I,results/agentic_logs/score/rq1_gpt55/2026-06-17T07-45-08-00-00_reanalysis_6E849QPQp752JrYj627sgR.eval
